work_id,sanctioned_amount,sanction_date
2067,77200000,2024-06-12
2068,445700000,2025-05-27
2069,394500000,2025-03-08
2070,228600000,2024-10-11
2071,299500000,2024-11-19
2072,163800000,2024-05-14
2073,74300000,2025-02-17
2074,438700000,2023-10-27
2075,451800000,2024-12-05
2076,487300000,2024-07-19
2077,488700000,2024-03-29
2078,142500000,2023-11-07
2079,491200000,2023-12-02
2080,250900000,2025-02-07
2081,366500000,2023-12-04
2082,134300000,2024-08-17
2083,143700000,2025-08-15
2084,474000000,2024-03-29
2085,192400000,2025-02-24
2086,200600000,2025-09-13
2087,365200000,2025-03-31
2088,63700000,2024-01-17
2089,317100000,2025-06-16
2090,54800000,2024-07-26
2091,384000000,2024-04-07
2092,268100000,2024-10-02
2093,158000000,2025-09-25
2094,259500000,2024-02-24
2095,467800000,2024-02-14
2096,386700000,2024-03-06
2097,282400000,2025-09-25
2098,260100000,2023-12-11
2099,109500000,2023-12-10
2100,499000000,2025-06-10
2101,405300000,2025-08-23
2102,128300000,2025-03-18
2103,104400000,2025-03-24
2104,77600000,2024-02-11
2105,313200000,2025-01-03
2106,160900000,2025-04-27
2107,240100000,2024-09-10
2108,353100000,2024-11-03
2109,417400000,2024-08-07
2110,452000000,2024-12-14
2111,129400000,2024-06-26
2112,120500000,2023-11-03
2113,212400000,2024-11-28
2114,290700000,2025-07-23
2115,155400000,2025-01-30
2116,436000000,2024-12-28
2117,114200000,2025-02-21
2118,333700000,2025-03-10
2119,349600000,2025-02-06
2120,251300000,2023-12-30
2121,497200000,2023-12-29
2122,245400000,2023-11-03
2123,326800000,2024-10-12
2124,433700000,2025-06-19
2125,84800000,2024-11-17
2126,232100000,2023-10-02
2127,330900000,2023-11-04
2128,180100000,2024-08-28
2129,485600000,2025-06-06
2130,327600000,2025-03-16
2131,357900000,2025-04-08
2132,448200000,2025-08-29
2133,372200000,2025-04-19
2134,267800000,2025-03-08
2135,185000000,2025-09-24
2136,179400000,2024-04-15
2137,371400000,2024-02-25
2138,261100000,2025-07-16
2139,283700000,2025-01-02
2140,498900000,2025-06-29
2141,187500000,2024-10-10
2142,361200000,2023-11-25
2143,416700000,2024-07-09
2144,339400000,2024-01-05
2145,105500000,2024-06-26
2146,334100000,2025-01-06
2147,301900000,2023-12-14
2148,94500000,2024-02-03
2149,381400000,2025-03-28
2150,455400000,2024-09-14
2151,248900000,2024-01-22
2152,132100000,2025-06-14
2153,442400000,2025-08-07
2154,373400000,2023-10-14
2155,233300000,2025-10-10
2156,67700000,2024-07-30
2157,472900000,2024-03-08
2158,118800000,2024-11-11
2159,215200000,2024-03-15
2160,200900000,2025-01-26
2161,389200000,2024-12-31
2162,92800000,2024-06-28
2163,119400000,2025-01-06
2164,437600000,2023-12-21
2165,180900000,2025-01-28
2166,387200000,2024-11-06
2167,446800000,2025-06-15
2168,306800000,2023-12-05
2169,157900000,2025-06-06
2170,135400000,2024-10-22
2171,199400000,2025-03-28
2172,457700000,2025-03-04
2173,470500000,2024-02-28
2174,497800000,2024-06-20
2175,353100000,2023-11-19
2176,366800000,2025-09-13
2177,147700000,2024-02-16
2178,314300000,2024-11-11
2179,454300000,2025-08-17
2180,366500000,2025-02-02
2181,316300000,2024-08-17
2182,167700000,2024-03-19
2183,102000000,2024-03-31
2184,861225458,2025-05-20
2185,106600000,2024-06-28
2186,325700000,2024-09-17
2187,84600000,2023-12-11
2188,255700000,2024-04-02
2189,271400000,2024-01-29
2190,322000000,2023-12-26
2191,426600000,2025-02-11
2192,268900000,2024-04-01
2193,475900000,2023-10-22
2194,187800000,2024-06-01
2195,443600000,2025-07-09
2196,120800000,2024-09-02
2197,362500000,2024-04-04
2198,168300000,2025-06-13
2199,79400000,2024-12-30
2200,431700000,2024-01-01
2201,496100000,2024-10-22
2202,312400000,2025-07-11
2203,464100000,2023-10-18
2204,114900000,2024-05-03
2205,323300000,2025-01-07
2206,130500000,2025-08-21
2207,229700000,2024-09-04
2208,298800000,2024-09-12
2209,474800000,2024-08-18
2210,189900000,2024-09-30
2211,654019247,2024-11-09
2212,351100000,2024-11-23
2213,92100000,2024-04-15
2214,143200000,2024-06-15
2215,415600000,2023-10-02
2216,437500000,2024-03-02
2217,160300000,2024-10-16
2218,170600000,2025-08-22
2219,299200000,2025-05-30
2220,106500000,2025-03-26
2221,219800000,2024-08-04
2222,117400000,2023-11-22
2223,325800000,2025-04-27
2224,284800000,2025-05-31
2225,418400000,2025-04-12
2226,528782438,2025-09-13
2227,390400000,2024-01-13
2228,372800000,2024-09-08
2229,109200000,2024-07-18
2230,109100000,2025-02-12
2231,101300000,2024-12-12
2232,251700000,2024-06-10
2233,324300000,2024-01-17
2234,86800000,2025-06-07
2235,286300000,2024-07-15
2236,434000000,2025-02-24
2237,289500000,2023-11-14
2238,480800000,2024-06-25
2239,283800000,2024-10-31
2240,131800000,2024-09-25
2241,625720146,2025-09-05
2242,87100000,2025-02-07
2243,498800000,2024-03-12
2244,101101169,2023-11-15
2245,128500000,2024-05-16
2246,166000000,2024-02-10
2247,277600000,2025-03-19
2248,164500000,2024-02-21
2249,259700000,2025-02-15
2250,347800000,2024-08-06
2251,282000000,2024-09-24
2252,401700000,2024-08-23
2253,276600000,2024-03-15
2254,364200000,2025-08-09
2255,251700000,2025-03-03
2256,353800000,2025-01-21
2257,154200000,2024-10-28
2258,454500000,2025-07-01
2259,210900000,2024-09-14
2260,561697577,2025-09-02
2261,390100000,2025-06-28
2262,199609763,2024-10-21
2263,489300000,2025-06-04
2264,146500000,2024-06-29
2265,168000000,2024-02-27
2266,139100000,2025-04-22
2267,139900000,2024-02-23
2268,387200000,2024-01-27
2269,138000000,2023-11-17
2270,137698026,2024-09-01
2271,487000000,2024-03-08
2272,110500000,2025-02-13
2273,118000000,2024-02-13
2274,381100000,2024-12-20
2275,149900000,2024-05-18
2276,111100000,2024-08-26
2277,98100000,2024-09-06
2278,130000000,2023-09-15
2279,287000000,2024-06-28
2280,407200000,2025-09-06
2281,80700000,2025-07-02
2282,188700000,2024-06-22
2283,228400000,2025-09-21
2284,193700000,2025-03-09
2285,281800000,2024-06-21
2286,465000000,2025-01-16
2287,404400000,2024-07-09
2288,794435300,2023-11-16
2289,440200000,2025-01-17
2290,197400000,2025-06-10
2291,132100000,2023-09-28
2292,164600000,2025-07-12
2293,435800000,2024-10-24
2294,269500000,2024-10-09
2295,209100000,2023-11-21
2296,286900000,2024-02-14
2297,370020541,2024-07-07
2298,322700000,2024-06-06
2299,422000000,2024-05-15
2300,68400000,2024-03-27
2301,129700000,2025-07-12
2302,453800000,2024-02-04
2303,393300000,2024-02-06
2304,62100000,2024-01-24
2305,354100000,2024-10-03
2306,392600000,2023-12-06
2307,469400000,2023-12-13
2308,458600000,2025-01-19
2309,76100000,2024-02-01
2310,138400000,2025-04-13
2311,182800000,2024-02-15
2312,343900000,2024-04-27
2313,406400000,2023-11-26
2314,292000000,2024-10-06
2315,493600000,2024-03-10
2316,374500000,2024-01-30
2317,178500000,2025-03-10
2318,89900000,2025-02-14
2319,51600000,2024-03-05
2320,358400000,2023-11-16
2321,166800000,2024-11-15
2322,433900000,2025-01-23
2323,250700000,2025-07-23
2324,400500000,2025-03-24
2325,392400000,2024-10-23
2326,110700000,2025-07-07
2327,69600000,2025-01-14
2328,150800000,2024-05-20
2329,230700000,2024-06-23
2330,421500000,2024-04-24
2331,408200000,2025-02-18
2332,452100000,2024-06-05
2333,130500000,2025-01-20
2334,414600000,2024-03-02
2335,230700000,2025-01-19
2336,468800000,2025-07-29
2337,163100000,2024-05-15
2338,167100000,2024-12-18
2339,311700000,2025-07-18
2340,296700000,2024-01-18
2341,289700000,2024-08-09
2342,162100000,2024-06-19
2343,483900000,2024-04-02
2344,309400000,2024-03-31
2345,498109530,2025-08-18
2346,153600000,2024-09-03
2347,68700000,2024-01-23
2348,257400000,2024-10-14
2349,143100000,2025-04-08
2350,113400000,2025-07-01
2351,493000000,2025-05-29
2352,100100000,2025-03-19
2353,206400000,2025-04-28
2354,84400000,2024-01-21
2355,499600000,2024-05-08
2356,446200000,2023-12-27
2357,119700000,2025-03-24
2358,440300000,2023-09-26
2359,491600000,2023-11-03
2360,281200000,2023-10-15
2361,104500000,2024-09-26
2362,55200000,2023-10-27
2363,258900000,2025-03-29
2364,399300000,2025-06-13
2365,424100000,2025-01-24
2366,164800000,2025-03-14
2367,165900000,2023-12-02
2368,416200000,2025-01-23
2369,336600000,2024-02-11
2370,63100000,2024-10-16
2371,210700000,2024-01-09
2372,425700000,2024-11-24
2373,117600000,2024-06-02
2374,393200000,2023-09-22
2375,230700000,2025-10-09
2376,380000000,2024-07-15
2377,68700000,2024-09-30
2378,491300000,2025-07-27
2379,78100000,2024-09-16
2380,64300000,2024-04-09
2381,96700000,2025-05-06
2382,60500000,2024-09-08
2383,104000000,2024-02-09
2384,481400000,2025-04-01
2385,238500000,2023-11-27
2386,1002044396,2024-01-21
2387,260000000,2024-09-21
2388,499300000,2025-04-13
2389,164200000,2024-11-21
2390,73500000,2025-08-06
2391,385100000,2025-08-09
2392,190800000,2025-10-06
2393,120100000,2023-10-10
2394,429900000,2024-08-03
2395,174700000,2025-03-06
2396,309700000,2024-01-18
2397,320000000,2025-04-08
2398,126000000,2025-05-19
2399,85700000,2024-07-05
2400,90700000,2024-04-02
2401,328400000,2024-01-09
2402,378900000,2025-04-05
2403,62800000,2025-04-27
2404,163700000,2025-05-18
2405,125300000,2024-10-03
2406,494600000,2024-10-14
2407,279900000,2024-02-07
2408,339300000,2024-01-23
2409,295500000,2024-10-02
2410,249600000,2023-10-30
2411,725488281,2025-08-03
2412,378400000,2025-02-18
2413,210600000,2024-08-01
2414,53900000,2024-01-11
2415,158600000,2025-05-12
2416,331300000,2025-06-06
2417,141400000,2024-03-21
2418,427400000,2024-10-22
2419,336700000,2024-11-10
2420,299300000,2024-12-26
2421,495400000,2024-08-22
2422,439600000,2024-10-10
2423,470800000,2024-10-08
2424,247000000,2023-11-14
2425,492200000,2025-09-10
2426,485000000,2024-08-12
2427,352500000,2025-04-07
2428,137700000,2025-05-19
2429,140200000,2025-02-05
2430,253700000,2024-12-12
2431,446200000,2024-12-10
2432,433100000,2023-12-13
2433,331966649,2024-11-14
2434,375200000,2025-01-30
2435,162100000,2024-06-16
2436,355600000,2025-01-01
2437,476500000,2025-07-31
2438,189300000,2025-06-28
2439,273700000,2025-06-09
2440,1068875698,2023-12-30
2441,280000000,2024-07-03
2442,346200000,2023-12-12
2443,57400000,2024-04-22
2444,468000000,2025-09-18
2445,116100000,2024-01-26
2446,270300000,2023-09-27
2447,115900000,2023-10-29
2448,327200000,2024-12-06
2449,165800000,2024-04-27
2450,354900000,2024-12-16
2451,185800000,2024-08-10
2452,362300000,2024-07-03
2453,390800000,2025-06-10
2454,142300000,2025-04-16
2455,368000000,2024-11-05
2456,52400000,2024-02-18
2457,168700000,2024-07-27
2458,279500000,2024-10-03
2459,443000000,2024-02-29
2460,324100000,2023-12-02
2461,137200000,2025-06-30
2462,57700000,2025-04-30
2463,427600000,2025-01-04
2464,465400000,2023-11-15
2465,547296461,2024-10-11
2466,248300000,2024-07-09
2467,440100000,2024-11-22
2468,499000000,2025-03-09
2469,107100000,2024-02-24
2470,199200000,2024-03-26
2471,261500000,2024-10-16
2472,57100000,2025-09-02
2473,161000000,2025-07-14
2474,967462904,2024-03-07
2475,290600000,2025-09-18
2476,100200000,2025-09-16
2477,303900000,2024-12-07
2478,55900000,2024-09-30
2479,274400000,2024-01-23
2480,207700000,2024-09-03
2481,466600000,2025-01-19
2482,198400000,2024-04-16
2483,362600000,2024-04-24
2484,293591825,2024-08-31
2485,290800000,2024-01-16
2486,473800000,2024-04-03
2487,407300000,2024-09-24
2488,364300000,2024-09-07
2489,67700000,2024-02-29
2490,395600000,2023-11-10
2491,478400000,2025-03-12
2492,275000000,2025-03-03
2493,424300000,2025-06-08
2494,117200000,2025-07-22
2495,50000000,2025-01-22
2496,217400000,2025-09-02
2497,384600000,2025-02-27
2498,109000000,2025-07-31
2499,156500000,2024-01-18
2500,358300000,2025-10-24
