sr_no,work_category,work_description,state,ida_agency,work_description,mp_name,constituency,image,completion_date,expenditure_amount
15160,Normal/Others,Construction of cc road 100mt at Bhaior from Boddipara SsK school to ratan Barman house link road. Gurail gp,West Bengal,Dakshin Dinajpur(DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA),Construction of cc road 100mt at Bhaior from Boddipara SsK school to ratan Barman house link road. Gurail gp,Sukanta Majumdar,BALURGHAT,Images,2026-07-26,349615.0
15161,Normal/Others,"Construction of cc road 100mt From Gopal mondal house to Montu hemram house. Village. Salgram, Balurghat jl no.133,dag no.802/298. Under Amritakhanda Anchal",West Bengal,Dakshin Dinajpur(DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA),"Construction of cc road 100mt From Gopal mondal house to Montu hemram house. Village. Salgram, Balurghat jl no.133,dag no.802/298. Under Amritakhanda Anchal",Sukanta Majumdar,BALURGHAT,Images,2026-07-26,349679.0
15162,Normal/Others,"Construction of lane and drain from Ravi Das Temple to Naag Devta, Ward No. 6, Pyt.- Phalote- B Sumay, Nagri, Kathua",Jammu and Kashmir,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),"Construction of lane and drain from Ravi Das Temple to Naag Devta, Ward No. 6, Pyt.- Phalote- B Sumay, Nagri, Kathua",Jitendra Singh,UDHAMPUR,Images,2025-09-10,165000.0
15163,Normal/Others,Construction of cc road 75mt under ramchandrapur anchal from Abinash roy house to siten Das house.,West Bengal,Dakshin Dinajpur(DISTRICT MAGISTRATE DINAJPUR DAKSHIN_IDA),Construction of cc road 75mt under ramchandrapur anchal from Abinash roy house to siten Das house.,Sukanta Majumdar,BALURGHAT,Images,2026-08-07,298439.0
15164,Normal/Others,Provision of science laboratory equipment to Kangeyam Government Higher Secondary School,Tamil Nadu,TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA),Provision of science laboratory equipment to Kangeyam Government Higher Secondary School,K E Prakash,ERODE,,2025-09-10,624861.0
15165,Normal/Others,Side Wall Concreting of Badani Panangad Councilor Road in ward 16 of Valakode Punalur Municipality in Punalur Constituency,Kerala,KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),Side Wall Concreting of Badani Panangad Councilor Road in ward 16 of Valakode Punalur Municipality in Punalur Constituency,Nk Premachandran,KOLLAM,Images,2025-09-13,433152.0
15166,Normal/Others,G.I. FIREFIGHTER WATER SYSTEM CAPACITY 5000 LIT.,Madhya Pradesh,DATIA(District Collector Datia_IDA),G.I. FIREFIGHTER WATER SYSTEM CAPACITY 5000 LIT.,Sandhya Ray,BHIND(SC),Images,2026-02-02,199604.0
15167,Normal/Others,GI FIREFIGHTER WATER SYSTEM CAPACITY 5000 LET.,Madhya Pradesh,DATIA(District Collector Datia_IDA),GI FIREFIGHTER WATER SYSTEM CAPACITY 5000 LET.,Sandhya Ray,BHIND(SC),Images,2026-02-02,199604.0
15168,Normal/Others,G.I. FIREFIGHTER WATER SYSTEM CAPACITY 5000 LIT.,Madhya Pradesh,DATIA(District Collector Datia_IDA),G.I. FIREFIGHTER WATER SYSTEM CAPACITY 5000 LIT.,Sandhya Ray,BHIND(SC),Images,2026-02-02,199604.0
15169,Normal/Others,GI FIREFIGHTER WATER SYSTEM CAPACITY 5000 LET.,Madhya Pradesh,DATIA(District Collector Datia_IDA),GI FIREFIGHTER WATER SYSTEM CAPACITY 5000 LET.,Sandhya Ray,BHIND(SC),Images,2026-02-02,199604.0
15170,Normal/Others,GI FIREFIGHTER WATER SYSTEM CAPACITY 5000 LET.,Madhya Pradesh,DATIA(District Collector Datia_IDA),GI FIREFIGHTER WATER SYSTEM CAPACITY 5000 LET.,Sandhya Ray,BHIND(SC),Images,2026-02-02,199604.0
15171,Normal/Others,"Construction of Circular path from the Hamir Pur Amala Link Road to Shouwani Pond , Village Amala, Marheen, Kathua",Jammu and Kashmir,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),"Construction of Circular path from the Hamir Pur Amala Link Road to Shouwani Pond , Village Amala, Marheen, Kathua",Jitendra Singh,UDHAMPUR,Images,2025-09-10,118500.0
15172,Normal/Others,Construction of Concrete Road at Harisankarpur from Swapan Mondal house to Victor Mondal house via Rupchand Naskar house at Magrahat Purba G.P.,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Construction of Concrete Road at Harisankarpur from Swapan Mondal house to Victor Mondal house via Rupchand Naskar house at Magrahat Purba G.P.,Pratima Mondal,JOYNAGAR(SC),Images,2025-09-15,249825.0
15173,Normal/Others,Construction of Concrete Road from Sankar Pal danga to Pradip Sardar house at Hotor Marjada G.P.,West Bengal,South 24 Parganas(DISTRICT MAGISTRATE SOUTH TWENTY FOUR PARGANAS_IDA),Construction of Concrete Road from Sankar Pal danga to Pradip Sardar house at Hotor Marjada G.P.,Pratima Mondal,JOYNAGAR(SC),Images,2025-09-10,199861.0
15174,Normal/Others,Construction Of R.C.C. culvert,Chhattisgarh,JASHPUR(DISTRICT COLLECTOR JASHPUR_IDA),Construction Of R.C.C. culvert,Radhe Shyam Rathiya,RAIGARH(ST),Images,2025-10-16,699993.0
15175,Normal/Others,Gram Rampura ke pura harsukh me atindra jatav putra rajpati jatav ke ghar ke pass sarvjanik sthan par Samarsevil Pump mai Tanki Nirman ( Working agency UP Sidco agra),Uttarakhand,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Gram Rampura ke pura harsukh me atindra jatav putra rajpati jatav ke ghar ke pass sarvjanik sthan par Samarsevil Pump mai Tanki Nirman ( Working agency UP Sidco agra),Mala Rajya Laxmi Shah,TEHRI GARHWAL,,2026-05-14,249164.0
15176,Normal/Others,Gram Rampura ke Dandniya pura me Ramprkash ke ghar ke pass sarvjani sthan par Samarsevil Pump mai Tanki Nirman (working agency UP Sidco agra),Uttarakhand,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Gram Rampura ke Dandniya pura me Ramprkash ke ghar ke pass sarvjani sthan par Samarsevil Pump mai Tanki Nirman (working agency UP Sidco agra),Mala Rajya Laxmi Shah,TEHRI GARHWAL,,2026-05-14,249164.0
15177,Normal/Others,runi game thakor samajna makan na aagalana bhage flood protection wall work,Gujarat,PATAN(DISTRICT COLLECTOR PATAN_IDA),runi game thakor samajna makan na aagalana bhage flood protection wall work,Bharatsinhji Shankarji Dabhi,PATAN,Images,2026-01-12,
15178,Normal/Others,Gram Rampura ke pura harsukh me kanti kumar ke ghar ke pass sarvjanik sthan par Samarsevil Pump mai Tanki Nirman (working agency UP Sidco agra),Uttarakhand,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Gram Rampura ke pura harsukh me kanti kumar ke ghar ke pass sarvjanik sthan par Samarsevil Pump mai Tanki Nirman (working agency UP Sidco agra),Mala Rajya Laxmi Shah,TEHRI GARHWAL,,2026-05-14,249164.0
15179,Normal/Others,"Construction of tile work from the house of Tarsem Singh to the house of Shamsher Singh , Ward No. 9, Pyt.- Chak Haria, Village - Chak Haria, Marheen, Kathua",Jammu and Kashmir,KATHUA(DISTRICT DEVELOPMENT COMMISSIONER KATHUA_IDA),"Construction of tile work from the house of Tarsem Singh to the house of Shamsher Singh , Ward No. 9, Pyt.- Chak Haria, Village - Chak Haria, Marheen, Kathua",Jitendra Singh,UDHAMPUR,Images,2025-10-13,116700.0
15180,Normal/Others,Gram Chamrauli ke thar Pirothiya me man signgh putra shyamlalke ghar ke pass sarvjanik sthan par Samarsevil Pump mai Tanki Nirman (working agency UP Sidco agra),Uttarakhand,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Gram Chamrauli ke thar Pirothiya me man signgh putra shyamlalke ghar ke pass sarvjanik sthan par Samarsevil Pump mai Tanki Nirman (working agency UP Sidco agra),Mala Rajya Laxmi Shah,TEHRI GARHWAL,,2026-05-14,249164.0
15181,Normal/Others,CONSTRUCTION OF JALASATRA (STAND ALONE) AT SASAPOTA UNDER MAROKHANA GRAM PANCHAYAT WITHIN KHANAKUL-II DEV.BLOCK,West Bengal,HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA),CONSTRUCTION OF JALASATRA (STAND ALONE) AT SASAPOTA UNDER MAROKHANA GRAM PANCHAYAT WITHIN KHANAKUL-II DEV.BLOCK,Bag Mitali,ARAMBAG(SC),Images,2025-09-24,914346.0
15182,Normal/Others,Gram Nagariya ke gadarpura me madho singh bagel ke ghar ke pass sarvjanik sthan par Samarsevil Pump mai Tanki Nirman (working agency UP Sidco agra),Uttarakhand,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Gram Nagariya ke gadarpura me madho singh bagel ke ghar ke pass sarvjanik sthan par Samarsevil Pump mai Tanki Nirman (working agency UP Sidco agra),Mala Rajya Laxmi Shah,TEHRI GARHWAL,,2026-05-14,249164.0
15183,Normal/Others,CONSTRUCTION OF PROPOSED ROOF TRUSS 1ST FLOOR OF DATPUR HARERCHAK PRIMARY SCHOOL AT HAZIPUR GP UNDER GOGHAT-II DEV.BLOCK,West Bengal,HOOGHLY(DISTRICT MAGISTRATE HOOGHLY_IDA),CONSTRUCTION OF PROPOSED ROOF TRUSS 1ST FLOOR OF DATPUR HARERCHAK PRIMARY SCHOOL AT HAZIPUR GP UNDER GOGHAT-II DEV.BLOCK,Bag Mitali,ARAMBAG(SC),Images,2025-11-18,428985.0
15184,Normal/Others,Gram Wazidpur me Jhapo net ke passSarvjanik Sthan par Samarsevil Pump mai Tanki Nirman (Working Agency UP Sidco agra),Uttarakhand,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Gram Wazidpur me Jhapo net ke passSarvjanik Sthan par Samarsevil Pump mai Tanki Nirman (Working Agency UP Sidco agra),Mala Rajya Laxmi Shah,TEHRI GARHWAL,,2026-05-14,249164.0
15185,Normal/Others,Construction of street for Samshan ghat at village Paniali kalan,Punjab,Shahid Bhagat Singh Nagar(Deputy Commissioner Shahid Bhagat Singh Nagar_ida),Construction of street for Samshan ghat at village Paniali kalan,Malvinder Singh Kang,ANANDPUR SAHIB,,2025-11-10,250000.0
15186,Normal/Others,Construction of room for SC community cultural activities at Village Tundewal,Punjab,Shahid Bhagat Singh Nagar(Deputy Commissioner Shahid Bhagat Singh Nagar_ida),Construction of room for SC community cultural activities at Village Tundewal,Malvinder Singh Kang,ANANDPUR SAHIB,,2026-02-12,250000.0
15187,Normal/Others,Installation of Solar Light at Cremation Ground of Nuagaon Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Nuagaon Village.,Sambit Patra,PURI,Images,2025-09-10,40000.0
15188,Normal/Others,Construction of CC road from mukahalli Colony mini water tank to Puttasiddhamma house at mukha halli village gundlupet,Karnataka,Chamarajanagar(DEPUTY COMMISSIONER CHAMARAJNAGAR_IDA),Construction of CC road from mukahalli Colony mini water tank to Puttasiddhamma house at mukha halli village gundlupet,Sunil Bose,CHAMARAJANAGAR(SC),Images,2026-08-13,400000.0
15189,Normal/Others,Gram Rampura ke pura harsukh me chandraprkash putra ramkhiladi ke ghar ke pass sarvjanik sthan par Samarsevil Pamp mai Tanki Nirman (working agency UP Sidco agra),Uttarakhand,AGRA(DISTRICT MAGISTRAE AGRA_IDA),Gram Rampura ke pura harsukh me chandraprkash putra ramkhiladi ke ghar ke pass sarvjanik sthan par Samarsevil Pamp mai Tanki Nirman (working agency UP Sidco agra),Mala Rajya Laxmi Shah,TEHRI GARHWAL,,2026-05-14,249047.0
15190,Normal/Others,Laying of Internal CC Roads from Mariga. Kasthurayya House to D Danamjaya House of Thimmaraddy vagu of Pallakur GP at Chittamuru Mandal.,Andhra Pradesh,Tirupati(DISTRICT COLLECTOR TIRUPATI_IDA),Laying of Internal CC Roads from Mariga. Kasthurayya House to D Danamjaya House of Thimmaraddy vagu of Pallakur GP at Chittamuru Mandal.,Maddila Gurumoorthy,TIRUPATI(SC),Images,2025-09-10,299764.0
15191,Normal/Others,Repair of Nayanakshatriya Community Hall and construction of staircase in Kabbahalli village in Gundlupet taluk .,Karnataka,Chamarajanagar(DEPUTY COMMISSIONER CHAMARAJNAGAR_IDA),Repair of Nayanakshatriya Community Hall and construction of staircase in Kabbahalli village in Gundlupet taluk .,Sunil Bose,CHAMARAJANAGAR(SC),Images,2026-08-13,500000.0
15192,Normal/Others,Installation of Solar Light at Cremation Ground of BarabodiaVillage.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of BarabodiaVillage.,Sambit Patra,PURI,Images,2025-09-10,40000.0
15193,Normal/Others,Road development works from Srikanthapura to Kasunuhalli in kotekere gp Gundlupet taluk,Karnataka,Chamarajanagar(DEPUTY COMMISSIONER CHAMARAJNAGAR_IDA),Road development works from Srikanthapura to Kasunuhalli in kotekere gp Gundlupet taluk,Sunil Bose,CHAMARAJANAGAR(SC),Images,2026-08-13,300000.0
15194,Normal/Others,Installation of Solar Light at Cremation Ground of Ganganarayanpur Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Ganganarayanpur Village.,Sambit Patra,PURI,Images,2025-09-10,40000.0
15195,Normal/Others,Installation of Solar Light at Cremation Ground of Dolagobindapur Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Dolagobindapur Village.,Sambit Patra,PURI,Images,2025-09-10,40000.0
15196,Normal/Others,construction of kanaka bhavana in honnahalli village chamarajanagar taluk,Karnataka,Chamarajanagar(DEPUTY COMMISSIONER CHAMARAJNAGAR_IDA),construction of kanaka bhavana in honnahalli village chamarajanagar taluk,Sunil Bose,CHAMARAJANAGAR(SC),Images,2026-08-13,300000.0
15197,Normal/Others,The construction of the Muslim Community Hall in Nagavalli village of Chamarajanagar taluk Ongoing work,Karnataka,Chamarajanagar(DEPUTY COMMISSIONER CHAMARAJNAGAR_IDA),The construction of the Muslim Community Hall in Nagavalli village of Chamarajanagar taluk Ongoing work,Sunil Bose,CHAMARAJANAGAR(SC),Images,2026-08-12,1000000.0
15198,Normal/Others,Installation of Solar Light at Cremation Ground of Bira Pratapapur Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Bira Pratapapur Village.,Sambit Patra,PURI,Images,2025-09-10,40000.0
15199,Normal/Others,Construction of Dr BR Ambedkar Bhavana in mangala sub village hosur chamaranagar Taluk ongoing work,Karnataka,Chamarajanagar(DEPUTY COMMISSIONER CHAMARAJNAGAR_IDA),Construction of Dr BR Ambedkar Bhavana in mangala sub village hosur chamaranagar Taluk ongoing work,Sunil Bose,CHAMARAJANAGAR(SC),Images,2026-08-12,1000000.0
15200,Normal/Others,Installation of Solar Light at Cremation Ground of Gopalpur Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Gopalpur Village.,Sambit Patra,PURI,Images,2025-09-10,40000.0
15201,Normal/Others,Construction of cement road from village panchayat to statue of Chhatrapati Shivaji Maharaj at Viramgaon in Phulumbri taluka.,Maharashtra,Chhatrapati Sambhajinagar(DISTRICT COLLECTOR AURANGABAD_IDA),Construction of cement road from village panchayat to statue of Chhatrapati Shivaji Maharaj at Viramgaon in Phulumbri taluka.,Kalyan Vaijinathrao Kale,JALNA,Images,2025-09-10,1492450.0
15202,Normal/Others,Supply of Books in SMC UHS BEWA,Jharkhand,JAMTARA(Deputy Commissioner Jamtara_IDA),Supply of Books in SMC UHS BEWA,Nalin Soren,DUMKA(ST),Images,2025-09-11,249745.0
15203,Normal/Others,Construction of Dr BR Ambedkar Bhavana heggavadi village chamaranagar Taluk ongoing work,Karnataka,Chamarajanagar(DEPUTY COMMISSIONER CHAMARAJNAGAR_IDA),Construction of Dr BR Ambedkar Bhavana heggavadi village chamaranagar Taluk ongoing work,Sunil Bose,CHAMARAJANAGAR(SC),Images,2026-08-12,500000.0
15204,Normal/Others,Purchase of Equipment and furniture accessories for setting up Laboratories as per enclosed list in following schools institutions HIGH SCHOOL MADHUBANI KHAIR KHAN FORBISGANJ ARARIA,Bihar,ARARIA(DISTRICT PLANNING OFFICER ARARIA_IDA),Purchase of Equipment and furniture accessories for setting up Laboratories as per enclosed list in following schools institutions HIGH SCHOOL MADHUBANI KHAIR KHAN FORBISGANJ ARARIA,Pradeep Kumar Singh,ARARIA,,2025-12-01,2475000.0
15205,Normal/Others,construction of Medhara community hall at Madhuvanahalli village kollegal taluk,Karnataka,Chamarajanagar(DEPUTY COMMISSIONER CHAMARAJNAGAR_IDA),construction of Medhara community hall at Madhuvanahalli village kollegal taluk,Sunil Bose,CHAMARAJANAGAR(SC),Images,2026-08-20,500000.0
15206,Normal/Others,Installation of Solar Light at Cremation Ground of Baliguali Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Baliguali Village.,Sambit Patra,PURI,Images,2025-09-10,40000.0
15207,Normal/Others,Purchase of Equipment and furniture accessories for setting up Laboratories as per enclosed list in following schools institutions UCHCH MADHYAMIK VIDYALAYA BANSWADI ARARIA,Bihar,ARARIA(DISTRICT PLANNING OFFICER ARARIA_IDA),Purchase of Equipment and furniture accessories for setting up Laboratories as per enclosed list in following schools institutions UCHCH MADHYAMIK VIDYALAYA BANSWADI ARARIA,Pradeep Kumar Singh,ARARIA,,2025-12-01,2475000.0
15208,Normal/Others,Supply of Books in SMC UHS SONBAD,Jharkhand,JAMTARA(Deputy Commissioner Jamtara_IDA),Supply of Books in SMC UHS SONBAD,Nalin Soren,DUMKA(ST),Images,2025-09-11,249745.0
15209,Normal/Others,Constuction of shri siddapaji temple and chavadi on going work at sathegala village kollegala taluk,Karnataka,Chamarajanagar(DEPUTY COMMISSIONER CHAMARAJNAGAR_IDA),Constuction of shri siddapaji temple and chavadi on going work at sathegala village kollegala taluk,Sunil Bose,CHAMARAJANAGAR(SC),Images,2026-08-24,1000000.0
15210,Normal/Others,Purchase of Equipment and furniture accessories for setting up Laboratories as per enclosed list in following schools institutions UCHCH MADHYAMIK VIDYALAYA GAIYARI ARARIA,Bihar,ARARIA(DISTRICT PLANNING OFFICER ARARIA_IDA),Purchase of Equipment and furniture accessories for setting up Laboratories as per enclosed list in following schools institutions UCHCH MADHYAMIK VIDYALAYA GAIYARI ARARIA,Pradeep Kumar Singh,ARARIA,,2025-12-01,2475000.0
15211,Normal/Others,Supply of Books in SMC UHS MEJHIA,Jharkhand,JAMTARA(Deputy Commissioner Jamtara_IDA),Supply of Books in SMC UHS MEJHIA,Nalin Soren,DUMKA(ST),Images,2025-09-11,249745.0
15212,Normal/Others,Installation of Solar Light at Cremation Ground of Apila Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Apila Village.,Sambit Patra,PURI,Images,2025-09-10,40000.0
15213,Normal/Others,Providing science laboratory equipment to Padiyur Government Higher Secondary School,Tamil Nadu,TIRUPPUR(DISTRICT COLLECTOR TIRUPPUR_IDA),Providing science laboratory equipment to Padiyur Government Higher Secondary School,K E Prakash,ERODE,,2025-09-10,624861.0
15214,Normal/Others,Purchase of Equipment and furniture accessories for setting up Laboratories as per enclosed list in following schools institutions UHS MADANPUR WEST,Bihar,ARARIA(DISTRICT PLANNING OFFICER ARARIA_IDA),Purchase of Equipment and furniture accessories for setting up Laboratories as per enclosed list in following schools institutions UHS MADANPUR WEST,Pradeep Kumar Singh,ARARIA,,2025-12-01,2475000.0
15215,Normal/Others,Supply of Books in SMC UHS CHALNA,Jharkhand,JAMTARA(Deputy Commissioner Jamtara_IDA),Supply of Books in SMC UHS CHALNA,Nalin Soren,DUMKA(ST),Images,2025-09-11,249745.0
15216,Normal/Others,CC Road may nali nirman kary Hanuman mandir se Tejaji ki Taraf Purane Kaliya Khera Gaav me Vill-Kaliya Khera GP-Richhada PS Suwana,Rajasthan,BHILWARA(DISTRICT COLLECTOR BHILWARA_IDA),CC Road may nali nirman kary Hanuman mandir se Tejaji ki Taraf Purane Kaliya Khera Gaav me Vill-Kaliya Khera GP-Richhada PS Suwana,Damodar Agarwal,BHILWARA,,2025-12-26,496535.0
15217,Normal/Others,Supply of Books in SMC UHS BHALSUNDHA,Jharkhand,JAMTARA(Deputy Commissioner Jamtara_IDA),Supply of Books in SMC UHS BHALSUNDHA,Nalin Soren,DUMKA(ST),Images,2025-09-11,249745.0
15218,Normal/Others,Purchase of Equipment and furniture accessories for setting up Laboratories as per enclosed list in following schools institutions UPGRADED HIGH SCHOOL BASANTPUR ARARIA,Bihar,ARARIA(DISTRICT PLANNING OFFICER ARARIA_IDA),Purchase of Equipment and furniture accessories for setting up Laboratories as per enclosed list in following schools institutions UPGRADED HIGH SCHOOL BASANTPUR ARARIA,Pradeep Kumar Singh,ARARIA,,2025-12-01,2475000.0
15219,Normal/Others,Installation of Solar Light at Cremation Ground of Charisri Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Charisri Village.,Sambit Patra,PURI,Images,2025-09-10,40000.0
15220,Normal/Others,Installation of Solar Light at Cremation Ground of Jamarsuan Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Jamarsuan Village.,Sambit Patra,PURI,Images,2025-09-10,40000.0
15221,Normal/Others,Supply of Books in SMC UHS SHYAMPUR,Jharkhand,JAMTARA(Deputy Commissioner Jamtara_IDA),Supply of Books in SMC UHS SHYAMPUR,Nalin Soren,DUMKA(ST),Images,2025-09-12,249745.0
15222,Normal/Others,Supply of Books in SMC UHS BODHBANDH,Jharkhand,JAMTARA(Deputy Commissioner Jamtara_IDA),Supply of Books in SMC UHS BODHBANDH,Nalin Soren,DUMKA(ST),Images,2025-09-12,249745.0
15223,Normal/Others,"Providing Mini Mass Light near CSI kallarai Thottam Kaniyan Poonkuntran Street, 5th Ward, Manamadurai Municipality",Tamil Nadu,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),"Providing Mini Mass Light near CSI kallarai Thottam Kaniyan Poonkuntran Street, 5th Ward, Manamadurai Municipality",Karti P Chidambaram,SIVAGANGA,Images,2025-09-10,494432.0
15224,Normal/Others,Supply of Books in SMC UHS GOPALPUR,Jharkhand,JAMTARA(Deputy Commissioner Jamtara_IDA),Supply of Books in SMC UHS GOPALPUR,Nalin Soren,DUMKA(ST),Images,2025-09-12,249745.0
15225,Normal/Others,Installation of Solar Light at Cremation Ground of Talajanga Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Talajanga Village.,Sambit Patra,PURI,Images,2025-09-10,40000.0
15226,Normal/Others,Supply of Books in SMDC RHS SAHARI CHETRA JAMTARA,Jharkhand,JAMTARA(Deputy Commissioner Jamtara_IDA),Supply of Books in SMDC RHS SAHARI CHETRA JAMTARA,Nalin Soren,DUMKA(ST),Images,2025-09-12,249745.0
15227,Normal/Others,"Construction of Bus Shelter at Narasimapuram Village, Unjanai Panchayat in Kannankudi Block",Tamil Nadu,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),"Construction of Bus Shelter at Narasimapuram Village, Unjanai Panchayat in Kannankudi Block",Karti P Chidambaram,SIVAGANGA,,2025-09-10,599654.0
15228,Normal/Others,Installation of Solar Light at Cremation Ground of Balipatna Village.,Odisha,PURI(DISTRICT COLLECTOR PURI_IDA),Installation of Solar Light at Cremation Ground of Balipatna Village.,Sambit Patra,PURI,Images,2025-09-10,40000.0
15229,Normal/Others,Supply of Books in SMDC RKGHS JAMTARA,Jharkhand,JAMTARA(Deputy Commissioner Jamtara_IDA),Supply of Books in SMDC RKGHS JAMTARA,Nalin Soren,DUMKA(ST),Images,2025-09-12,249745.0
15230,Normal/Others,"Udupi district karkala taluk, belman Panchayath, sooda village, sooda Village Development officer, office development work.",Karnataka,UDUPI(DEPUTY COMMISSIONER UDUPI_IDA),"Udupi district karkala taluk, belman Panchayath, sooda village, sooda Village Development officer, office development work.",Kota Srinivas Poojary,UDUPI CHIKMAGALUR,Images,2025-09-10,200000.0
15231,Normal/Others,Supply of Books in SMDC GHS MIHIJAM,Jharkhand,JAMTARA(Deputy Commissioner Jamtara_IDA),Supply of Books in SMDC GHS MIHIJAM,Nalin Soren,DUMKA(ST),Images,2025-09-12,249745.0
15232,Normal/Others,Supply of Books in SMDC JBC PLUS 2 HS JAMTARA,Jharkhand,JAMTARA(Deputy Commissioner Jamtara_IDA),Supply of Books in SMDC JBC PLUS 2 HS JAMTARA,Nalin Soren,DUMKA(ST),Images,2025-09-12,249745.0
15233,Normal/Others,Supply of Books in SMC UHS PABIA,Jharkhand,JAMTARA(Deputy Commissioner Jamtara_IDA),Supply of Books in SMC UHS PABIA,Nalin Soren,DUMKA(ST),Images,2025-09-12,249745.0
15234,Normal/Others,Supply of Books in SMC UHS GOKULA,Jharkhand,JAMTARA(Deputy Commissioner Jamtara_IDA),Supply of Books in SMC UHS GOKULA,Nalin Soren,DUMKA(ST),Images,2025-09-12,249745.0
15235,Normal/Others,construction of CC road from 3rd cross rajeshwari home to parimala home and CC drinage from manjunath ngar devanga beedi 1st cross vani house to haseeb house .,Karnataka,Chamarajanagar(DEPUTY COMMISSIONER CHAMARAJNAGAR_IDA),construction of CC road from 3rd cross rajeshwari home to parimala home and CC drinage from manjunath ngar devanga beedi 1st cross vani house to haseeb house .,Sunil Bose,CHAMARAJANAGAR(SC),Images,2026-08-20,1000000.0
15236,Normal/Others,construction of footpaths and laying interlocks on both sides from Dr Rajkumar road to muddu veerappa hospital ward 16 kollegala Town,Karnataka,Chamarajanagar(DEPUTY COMMISSIONER CHAMARAJNAGAR_IDA),construction of footpaths and laying interlocks on both sides from Dr Rajkumar road to muddu veerappa hospital ward 16 kollegala Town,Sunil Bose,CHAMARAJANAGAR(SC),Images,2026-08-20,1000000.0
15237,Normal/Others,Supply of Books in SMDC PROJ HS CHAINPUR,Jharkhand,JAMTARA(Deputy Commissioner Jamtara_IDA),Supply of Books in SMDC PROJ HS CHAINPUR,Nalin Soren,DUMKA(ST),Images,2025-09-12,249745.0
15238,Normal/Others,Supply of Books in SMDC RK PLUS 2 HS NARAYANPUR,Jharkhand,JAMTARA(Deputy Commissioner Jamtara_IDA),Supply of Books in SMDC RK PLUS 2 HS NARAYANPUR,Nalin Soren,DUMKA(ST),Images,2025-09-12,249745.0
15239,Normal/Others,Supply of Books in SMC UHS SABANPUR,Jharkhand,JAMTARA(Deputy Commissioner Jamtara_IDA),Supply of Books in SMC UHS SABANPUR,Nalin Soren,DUMKA(ST),Images,2025-09-12,249745.0
15240,Normal/Others,Supply of Books in SMDC RKHS GERIA,Jharkhand,JAMTARA(Deputy Commissioner Jamtara_IDA),Supply of Books in SMDC RKHS GERIA,Nalin Soren,DUMKA(ST),Images,2025-09-12,249745.0
15241,Normal/Others,"Instalation of Rig bore tube well, Laying of Pipeline with storage tank for all line drinking facility, Executive Agency - Chairman Suri Municipality",West Bengal,BIRBHUM(DISTRICT MAGISTRATE BIRBHUM_IDA),"Instalation of Rig bore tube well, Laying of Pipeline with storage tank for all line drinking facility, Executive Agency - Chairman Suri Municipality",Satabdi Roy (Banerjee),BIRBHUM,Images,2026-08-14,598577.0
15242,Normal/Others,Supply of Books in SMDC RKHS AFJALPUR,Jharkhand,JAMTARA(Deputy Commissioner Jamtara_IDA),Supply of Books in SMDC RKHS AFJALPUR,Nalin Soren,DUMKA(ST),Images,2025-09-12,249745.0
15243,Normal/Others,Supply of Books in SMDC RK PLUS 2 HS NALA,Jharkhand,JAMTARA(Deputy Commissioner Jamtara_IDA),Supply of Books in SMDC RK PLUS 2 HS NALA,Nalin Soren,DUMKA(ST),Images,2025-09-12,249745.0
